,Unnamed: 0,PUD Rte,PUD Cycle,Courier id,zip,Act Base,Prod Grp,Prod Code,AR dtm,Act Tm,Open,Closed,lat,lgtd,Act Ckpt Code,PuD Type
2151,3218,PJM1,B,ahmadfa1,43650,D,DOM,N,2020-01-15 22:35:00,14:02,,23:59,2.9372819,101.7602136,OK,DL
2152,3219,PJM1,B,ahmadfa1,43650,D,WPX,P,2020-01-16 09:04:00,14:10,,23:59,2.9444687999999997,101.7554056,OK,DL
2153,3220,PJM1,B,ahmadfa1,43650,D,WPX,P,2020-01-16 01:44:00,14:17,,23:59,2.9472951000000003,101.7570338,OK,DL
2155,3226,PJM1,B,ahmadfa1,43650,D,WPX,P,2020-01-16 01:31:00,15:45,,23:59,2.9457584999999997,101.760126,OK,DL
2156,3227,PJM1,B,ahmadfa1,43650,D,WPX,P,2020-01-16 09:03:00,15:48,,23:59,2.9420147,101.7624256,OK,DL
2157,3228,PJM1,B,ahmadfa1,43650,D,WPX,P,2020-01-15 01:36:00,15:53,,23:59,2.9400161,101.75864179999999,OK,DL
2159,3232,PJM1,B,ahmadfa1,43650,D,DOX,D,2020-01-16 09:03:00,16:10,,23:59,2.9413852000000005,101.7540066,OK,DL
2160,3234,PJM1,B,ahmadfa1,43650,D,WPX,P,2020-01-16 01:32:00,16:21,,23:59,2.9542131,101.7531364,OK,DL
2161,3239,PJM1,B,ahmadfa1,46350,D,WPX,P,2020-01-16 09:04:00,16:39,,23:59,2.9435629,101.75826070000001,OK,DL
2162,3246,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,11:15,,23:59,2.971852,101.824626,OK,DL
2163,3247,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,11:25,,23:59,2.9653281000000002,101.829895,OK,DL
2164,3248,PJM2,B,kkamar,43000,D,WPX,P,2020-01-16 09:04:00,11:26,,23:59,2.9653281000000002,101.829895,OK,DL
2165,3249,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 01:32:00,11:30,,23:59,2.9629182999999997,101.8262199,OK,DL
2166,3250,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,11:34,,23:59,2.9601326,101.8260937,OK,DL
2167,3251,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,11:43,,23:59,2.9564673,101.8231818,OK,DL
2168,3252,PJM2,B,kkamar,43500,D,TDT,T,2020-01-16 09:03:00,11:49,,12:00,2.9550115000000003,101.8211265,OK,DL
2169,3253,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 06:03:00,11:59,,23:59,2.9624636000000004,101.8121373,OK,DL
2170,3254,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:03:00,12:05,,23:59,2.9636430000000002,101.81806529999999,OK,DL
2171,3255,PJM2,B,kkamar,43500,D,DOM,N,2020-01-16 01:54:00,12:26,,23:59,2.9203455000000003,101.85931120000001,OK,DL
2172,3256,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:03:00,12:40,,23:59,2.9143060000000003,101.84286879999999,OK,DL
2173,3258,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,13:45,,23:59,2.9278484000000002,101.8265021,OK,DL
2174,3260,PJM2,B,kkamar,43500,D,DOX,D,2020-01-16 09:04:00,13:55,,23:59,2.9354947,101.8258598,OK,DL
2175,3261,PJM2,B,kkamar,43500,D,TDY,Y,2020-01-16 09:04:00,13:59,,12:00,2.9373267000000003,101.8299345,OK,DL
2176,3262,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,14:10,,23:59,2.9491053,101.8299177,OK,DL
2177,3263,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,14:18,,23:59,2.94686,101.8459198,OK,DL
2178,3264,PJM2,B,kkamar,43500,D,DOX,D,2020-01-16 09:03:00,14:28,,23:59,2.9566027000000004,101.8625453,OK,DL
2179,3265,PJM2,B,kkamar,43500,D,DOM,N,2020-01-15 21:49:00,14:38,,23:59,2.9458829,101.8720505,OK,DL
2180,3267,PJM2,B,kkamar,43500,D,DOX,D,2020-01-16 09:03:00,14:46,,23:59,2.945682,101.8748136,OK,DL
2181,3269,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:04:00,15:22,,23:59,2.9788976000000003,101.8843911,OK,DL
2182,3271,PJM2,B,kkamar,43500,D,DOM,N,2020-01-16 00:03:00,15:39,,23:59,2.975352,101.86633990000001,OK,DL
2183,3272,PJM2,B,kkamar,43500,D,DOX,D,2020-01-15 18:52:00,16:00,,23:59,2.9694216,101.83776440000001,OK,DL
2184,3273,PJM2,B,kkamar,43500,D,WPX,P,2020-01-16 09:03:00,16:00,,23:59,2.9694216,101.83776440000001,OK,DL
2185,3276,PJM2,B,kkamar,43500,D,DOM,N,2020-01-15 22:25:00,16:38,,23:59,2.9609263,101.8137929,OK,DL
2186,3280,PJM2,B,kkamar,43000,D,WPX,P,2020-01-16 09:03:00,17:35,,23:59,2.9028017999999998,101.7904132,OK,DL
2187,3281,PJM2,B,kkamar,43000,D,WPX,P,2020-01-16 09:03:00,17:52,,23:59,2.885234,101.7848134,OK,DL
2190,3286,PJM3,B,sbahmad,62502,D,WPX,P,2020-01-16 09:03:00,11:03,,23:59,2.9723645,101.70353730000001,OK,DL
2191,3287,PJM3,B,sbahmad,62502,D,DOX,D,2020-01-16 09:03:00,11:17,,23:59,2.9700394,101.7143647,OK,DL
2192,3289,PJM3,B,sbahmad,62604,D,DOM,N,2020-01-16 01:51:00,11:34,,23:59,2.9411657000000004,101.7080744,OK,DL
2193,3290,PJM3,B,sbahmad,62530,D,DOM,N,2020-01-15 22:35:00,11:40,,23:59,2.9377497000000004,101.7047694,OK,DL
2194,3291,PJM3,B,sbahmad,62510,D,WPX,P,2020-01-16 09:03:00,11:45,,23:59,2.9366961,101.70043249999999,OK,DL
2195,3292,PJM3,B,sbahmad,62000,D,DOM,N,2020-01-15 22:35:00,11:46,,23:59,2.9366961,101.70043249999999,OK,DL
2196,3293,PJM3,B,sbahmad,62596,D,DOM,N,2020-01-16 01:51:00,11:56,,23:59,2.9288192000000004,101.6877588,OK,DL
2197,3294,PJM3,B,sbahmad,62592,D,DOM,N,2020-01-16 01:51:00,12:03,,23:59,2.9260345,101.68840959999999,OK,DL
2198,3295,PJM3,B,sbahmad,62602,D,DOX,D,2020-01-16 09:04:00,12:12,,23:59,2.9261124,101.6919252,OK,DL
2199,3296,PJM3,B,sbahmad,62000,D,DOX,D,2020-01-16 09:03:00,12:22,,23:59,2.9196322999999995,101.6847937,OK,DL
2200,3297,PJM3,B,sbahmad,62100,D,DOX,D,2020-01-16 09:03:00,12:27,,23:59,2.9165384999999997,101.68263409999999,OK,DL
2201,3298,PJM3,B,sbahmad,62618,D,DOX,D,2020-01-16 09:04:00,12:34,,23:59,2.9139914,101.6848316,OK,DL
2202,3299,PJM3,B,sbahmad,62632,D,DOM,N,2020-01-16 01:51:00,12:40,,23:59,2.9158152000000004,101.6827096,OK,DL
2203,3300,PJM3,B,sbahmad,62100,D,XED,7,2020-01-16 09:03:00,12:46,,23:59,2.907489,101.6812309,OK,DL
2204,3301,PJM3,B,sbahmad,62100,D,DOM,N,2020-01-15 21:46:00,12:52,,23:59,2.9041287999999996,101.6808238,OK,DL
2205,3302,PJM3,B,sbahmad,62100,D,DOM,N,2020-01-15 22:35:00,13:00,,23:59,2.9032656,101.6809411,OK,DL
2206,3303,PJM3,B,sbahmad,62200,D,DOX,D,2020-01-16 09:03:00,13:08,,23:59,2.8983494,101.6678433,OK,DL
2207,3304,PJM3,B,sbahmad,62200,D,DOM,N,2020-01-15 22:35:00,13:16,,23:59,2.8982535,101.6679353,OK,DL
2208,3305,PJM3,B,sbahmad,62250,D,WPX,P,2020-01-15 08:51:00,13:59,,23:59,2.9351472999999997,101.67452159999999,OK,DL
2209,3306,PJM3,B,sbahmad,62100,D,DOX,D,2020-01-16 09:04:00,14:09,,23:59,2.9294835,101.6873343,OK,DL
2210,3307,PJM3,B,sbahmad,62250,D,WPX,P,2020-01-16 09:04:00,14:16,,23:59,2.9273279,101.68197420000001,OK,DL
2211,3308,PJM3,B,sbahmad,62250,D,WPX,P,2020-01-16 09:04:00,14:19,,23:59,2.9258686000000003,101.6784057,OK,DL
2212,3309,PJM3,B,sbahmad,62250,D,WPX,P,2020-01-16 09:04:00,14:25,,23:59,2.9299736000000003,101.678337,OK,DL
2213,3310,PJM3,B,sbahmad,62300,D,WPX,P,2020-01-16 09:04:00,14:36,,23:59,2.962122,101.66881240000001,OK,DL
2214,3311,PJM3,B,sbahmad,62300,D,WPX,P,2020-01-16 09:04:00,14:42,,23:59,2.9643153,101.6633085,OK,DL
2215,3312,PJM3,B,sbahmad,62300,D,WPX,P,2020-01-16 09:04:00,14:50,,23:59,2.9586052000000005,101.68848299999999,OK,DL
2216,3314,PJM3,B,sbahmad,43000,D,DOM,N,2020-01-15 22:35:00,15:55,,23:59,2.9624473,101.7446517,OK,DL
2217,3315,PJM3,B,sbahmad,43000,D,DOM,N,2020-01-16 00:03:00,16:07,,23:59,2.9671604,101.7328344,OK,DL
2219,3318,PJM3,B,sbahmad,43000,D,WPX,P,2020-01-16 09:04:00,16:33,,23:59,2.9186787999999995,101.7360214,OK,DL
2220,3319,PJM3,B,sbahmad,43000,D,WPX,P,2020-01-16 09:04:00,16:39,,23:59,2.8997417000000003,101.7293821,OK,DL
2221,3321,PJM3,B,sbahmad,62150,D,WPX,P,2020-01-16 09:04:00,17:20,,23:59,2.9303008999999998,101.7035697,OK,DL
2222,3322,PJM3,B,sbahmad,62502,D,WPX,P,2020-01-16 09:04:00,17:32,,23:59,2.9670881000000002,101.72111020000001,OK,DL
2224,3324,PJM3,B,sbahmad,62502,D,DOM,N,2020-01-16 00:02:00,17:46,,23:59,2.9712544999999997,101.71135859999998,OK,DL
2225,3329,PJM4,B,baranisu,47820,D,WPX,P,2020-01-16 09:03:00,11:20,,23:59,3.2092352,101.6679022,OK,DL
2226,3330,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:03:00,11:27,,23:59,3.2245283,101.67091690000001,OK,DL
2227,3331,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:03:00,11:41,,23:59,3.2335397,101.6706906,OK,DL
2228,3332,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:03:00,11:50,,23:59,3.237079,101.6688642,OK,DL
2229,3333,PJM4,B,baranisu,68100,D,DOM,N,2020-01-15 22:35:00,11:57,,23:59,3.2346649,101.67139250000001,OK,DL
2230,3334,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 09:03:00,12:25,,23:59,3.2557848999999996,101.684191,OK,DL
2231,3335,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 09:03:00,12:35,,23:59,3.2446975,101.6762206,OK,DL
2233,3337,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:03:00,12:56,,23:59,3.2340816,101.6807546,OK,DL
2234,3338,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 09:04:00,13:02,,23:59,3.2320168,101.68334140000002,OK,DL
2235,3339,PJM4,B,baranisu,68100,D,DOM,N,2020-01-16 01:44:00,13:07,,23:59,3.2325264,101.6801132,OK,DL
2236,3340,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:03:00,13:08,,23:59,3.2314643,101.6799673,OK,DL
2237,3341,PJM4,B,baranisu,68100,D,DOM,N,2020-01-15 21:46:00,13:11,,23:59,3.2291296000000003,101.67952700000001,OK,DL
2238,3342,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:04:00,13:17,,23:59,3.2310822999999997,101.6853563,OK,DL
2239,3343,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 04:20:00,13:21,,23:59,3.2310967999999995,101.6853439,OK,DL
2240,3344,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:04:00,13:23,,23:59,3.2310941000000004,101.68532440000001,OK,DL
2241,3345,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 00:49:00,13:26,,23:59,3.2310471,101.6871815,OK,DL
2242,3346,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 09:04:00,13:30,,23:59,3.2310691000000005,101.68873,OK,DL
2245,3349,PJM4,B,baranisu,51200,D,DOM,N,2020-01-16 06:17:00,14:40,,23:59,3.219694,101.67014540000001,OK,DL
2246,3351,PJM4,B,baranisu,55100,D,DOX,D,2020-01-16 09:08:00,14:58,,23:59,3.2363682000000003,101.6705524,OK,DL
2247,3352,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 09:03:00,15:13,,23:59,3.2315447999999996,101.672579,OK,DL
2248,3353,PJM4,B,baranisu,50000,D,DOX,D,2020-01-16 09:08:00,15:19,,23:59,3.2349644,101.67554670000001,OK,DL
2250,3357,PJM4,B,baranisu,68100,D,WPX,P,2020-01-16 09:03:00,16:41,,23:59,3.2341178,101.6801397,OK,DL
2251,3358,PJM4,B,baranisu,68100,D,DOX,D,2020-01-16 09:03:00,16:45,,23:59,3.2335303,101.6821994,OK,DL
2252,3362,PJM5,B,mbmatjen,48000,D,WPX,P,2020-01-16 09:04:00,11:44,,23:59,3.3044476,101.57755859999999,OK,DL
2253,3363,PJM5,B,mbmatjen,48000,D,DOX,D,2020-01-16 09:03:00,11:53,,23:59,3.3131641000000003,101.58544640000001,OK,DL
2254,3364,PJM5,B,mbmatjen,48000,D,DOX,D,2020-01-16 09:03:00,11:57,,23:59,3.3152959,101.592588,OK,DL
2256,3366,PJM5,B,mbmatjen,48000,D,WPX,P,2020-01-16 09:04:00,12:25,,23:59,3.3264687999999993,101.5952777,OK,DL
2257,3367,PJM5,B,mbmatjen,48000,D,WPX,P,2020-01-16 09:04:00,12:47,,23:59,3.3025013999999997,101.64206390000001,OK,DL
2258,3368,PJM5,B,mbmatjen,48000,D,WPX,P,2020-01-16 01:27:00,12:55,,23:59,3.2911824,101.63494279999999,OK,DL
2259,3369,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 09:03:00,13:07,,23:59,3.2723892000000006,101.653665,OK,DL
2260,3370,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,13:16,,23:59,3.2501487,101.64818559999999,OK,DL
2261,3371,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,13:19,,23:59,3.2496636000000003,101.6502335,OK,DL
2262,3372,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:04:00,13:24,,23:59,3.2510584,101.65070659999999,OK,DL
2263,3373,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,13:27,,23:59,3.2511539000000003,101.6512638,OK,DL
2264,3374,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 09:03:00,13:30,,23:59,3.2511909,101.65142320000001,OK,DL
2265,3375,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,14:05,,23:59,3.2520827000000003,101.6541568,OK,DL
2266,3376,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 01:27:00,14:08,,23:59,3.2506239,101.6553388,OK,DL
2267,3377,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 09:04:00,14:52,,23:59,3.2336172000000003,101.6726473,OK,DL
2269,3380,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,15:14,,23:59,3.2434802000000005,101.6687394,OK,DL
2270,3381,PJM5,B,mbmatjen,68100,D,DOM,N,2020-01-15 22:35:00,15:23,,23:59,3.2448107999999998,101.6694735,OK,DL
2271,3382,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:04:00,15:27,,23:59,3.2479061000000002,101.66970500000001,OK,DL
2272,3383,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 09:03:00,15:31,,23:59,3.2475183,101.670542,OK,DL
2273,3385,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 06:03:00,15:50,,23:59,3.2460457000000003,101.65933829999999,OK,DL
2274,3387,PJM5,B,mbmatjen,68100,D,DOM,N,2020-01-15 21:47:00,15:52,,23:59,3.2458452,101.656819,OK,DL
2275,3388,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 09:04:00,16:01,,23:59,3.2519765,101.654116,OK,DL
2276,3389,PJM5,B,mbmatjen,68100,D,DOM,N,2020-01-15 21:46:00,16:17,,23:59,3.2426717000000003,101.645104,OK,DL
2277,3390,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,16:27,,23:59,3.2336563999999997,101.646259,OK,DL
2278,3392,PJM5,B,mbmatjen,68100,D,DOX,D,2020-01-16 09:03:00,16:46,,23:59,3.2468365,101.65059699999999,OK,DL
2279,3393,PJM5,B,mbmatjen,68100,D,WPX,P,2020-01-16 09:04:00,16:53,,23:59,3.2490141,101.6474024,OK,DL
2280,3397,PJM6,B,mohamad3,68100,D,DOX,D,2020-01-16 09:03:00,11:01,,23:59,3.2367077999999996,101.6942332,OK,DL
2281,3398,PJM6,B,mohamad3,68100,D,WPX,P,2020-01-16 09:04:00,11:16,,23:59,3.2540555,101.704205,OK,DL
2282,3399,PJM6,B,mohamad3,68100,D,WPX,P,2020-01-16 09:04:00,11:24,,23:59,3.2451689999999997,101.7026329,OK,DL
2283,3400,PJM6,B,mohamad3,68100,D,WPX,P,2020-01-16 09:04:00,11:28,,23:59,3.2421182,101.7110577,OK,DL
2284,3401,PJM6,B,mohamad3,68100,D,WPX,P,2020-01-16 09:03:00,11:34,,23:59,3.2412949,101.7080152,OK,DL
2285,3402,PJM6,B,mohamad3,68100,D,DOX,D,2020-01-16 09:03:00,11:37,,23:59,3.2381949,101.7022994,OK,DL
2286,3404,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,11:51,,23:59,3.2522495,101.731912,OK,DL
2287,3405,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,12:06,,23:59,3.218028,101.739563,OK,DL
2288,3406,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,12:13,,23:59,3.2302197,101.7426135,OK,DL
2289,3407,PJM6,B,mohamad3,53100,D,XPD,X,2020-01-16 09:04:00,12:21,,23:59,3.2111383,101.7465836,OK,DL
2290,3408,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,12:30,,23:59,3.2119837,101.75140400000001,OK,DL
2291,3410,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:03:00,12:35,,23:59,3.2117519,101.7510885,OK,DL
2292,3411,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:03:00,12:53,,23:59,3.2224658,101.7295124,OK,DL
2293,3412,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,12:58,,23:59,3.2248984,101.7281228,OK,DL
2294,3413,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,13:03,,23:59,3.2223304,101.7254943,OK,DL
2295,3414,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,13:10,,23:59,3.2237562,101.7184298,OK,DL
2296,3415,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:03:00,13:21,,23:59,3.2120040000000003,101.7095538,OK,DL
2297,3416,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,13:27,,23:59,3.2177568,101.7114321,OK,DL
2298,3417,PJM6,B,mohamad3,68100,D,WPX,P,2020-01-16 09:04:00,13:40,,23:59,3.2361408,101.70437390000001,OK,DL
2300,3421,PJM6,B,mohamad3,53100,D,WPX,P,2020-01-16 09:04:00,16:02,,23:59,3.2167865,101.7550745,OK,DL
2301,3427,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:03:00,10:59,,23:59,3.1982432000000003,101.6069712,OK,DL
2302,3428,PJM7,B,muchella,52200,D,DOX,D,2020-01-16 00:51:00,11:05,,23:59,3.2024979,101.6083554,OK,DL
2303,3429,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:07,,23:59,3.2028172,101.60846140000001,OK,DL
2304,3431,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:14,,23:59,3.2011830000000003,101.6069262,OK,DL
2305,3432,PJM7,B,muchella,52200,D,DOM,N,2020-01-16 01:51:00,11:16,,23:59,3.201193,101.6068777,OK,DL
2306,3433,PJM7,B,muchella,52200,D,DOM,N,2020-01-15 21:48:00,11:17,,23:59,3.200129,101.60635390000002,OK,DL
2307,3435,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:03:00,11:19,,23:59,3.2027484,101.6028457,OK,DL
2308,3436,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:21,,23:59,3.2034987999999998,101.6041747,OK,DL
2309,3437,PJM7,B,muchella,52200,D,DOT,1,2020-01-16 01:51:00,11:23,,12:00,3.2061261,101.6062579,OK,DL
2310,3438,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:26,,23:59,3.2085396,101.6049467,OK,DL
2311,3439,PJM7,B,muchella,52200,D,DOX,D,2020-01-16 09:03:00,11:28,,23:59,3.2095265,101.60462609999999,OK,DL
2312,3440,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:03:00,11:31,,23:59,3.2101802000000004,101.6060714,OK,DL
2313,3441,PJM7,B,muchella,52200,D,DOX,D,2020-01-16 09:03:00,11:34,,23:59,3.2106214,101.6068599,OK,DL
2314,3442,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:40,,23:59,3.2112672000000004,101.6069945,OK,DL
2315,3443,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:44,,23:59,3.2038754000000003,101.6116761,OK,DL
2316,3444,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:47,,23:59,3.2024416,101.6135456,OK,DL
2317,3445,PJM7,B,muchella,52200,D,DOM,N,2020-01-15 22:35:00,11:48,,23:59,3.2026897,101.6140385,OK,DL
2318,3446,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:52,,23:59,3.2046433,101.616158,OK,DL
2320,3448,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,11:59,,23:59,3.1991588,101.6207585,OK,DL
2321,3449,PJM7,B,muchella,52200,D,DOX,D,2020-01-16 09:04:00,12:04,,23:59,3.1992455,101.62018,OK,DL
2322,3450,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,12:12,,23:59,3.2000137000000004,101.61781409999999,OK,DL
2323,3451,PJM7,B,muchella,52200,D,DOX,D,2020-01-16 09:03:00,12:14,,23:59,3.2013491000000003,101.6170848,OK,DL
2324,3452,PJM7,B,muchella,52200,D,DOX,D,2020-01-16 09:03:00,12:17,,23:59,3.2019936,101.6173376,OK,DL
2325,3453,PJM7,B,muchella,52100,D,DOM,N,2020-01-15 22:35:00,12:21,,23:59,3.2014011000000004,101.6195752,OK,DL
2326,3454,PJM7,B,muchella,47830,D,WPX,P,2020-01-16 09:03:00,12:38,,23:59,3.1980492999999997,101.5977843,OK,DL
2327,3455,PJM7,B,muchella,47830,D,WPX,P,2020-01-16 09:04:00,12:45,,23:59,3.1959171000000004,101.5935453,OK,DL
2328,3456,PJM7,B,muchella,47830,D,WPX,P,2020-01-16 09:04:00,12:46,,23:59,3.1953264,101.59349420000001,OK,DL
2329,3457,PJM7,B,muchella,47000,D,WPX,P,2020-01-16 06:03:00,13:08,,23:59,3.2131381,101.58733520000001,OK,DL
2330,3458,PJM7,B,muchella,47000,D,XEP,8,2020-01-16 09:04:00,13:10,,23:59,3.2134887,101.58921959999999,OK,DL
2331,3459,PJM7,B,muchella,47000,D,DOX,D,2020-01-16 09:03:00,13:15,,23:59,3.2172245999999998,101.58408349999999,OK,DL
2332,3460,PJM7,B,muchella,47000,D,DOX,D,2020-01-15 08:48:00,13:22,,23:59,3.2086347,101.58110740000001,OK,DL
2333,3461,PJM7,B,muchella,47000,D,DOX,D,2020-01-15 08:48:00,13:25,,23:59,3.2094624,101.5805215,OK,DL
2334,3462,PJM7,B,muchella,47000,D,WPX,P,2020-01-15 08:51:00,13:51,,23:59,3.2051334,101.58885129999999,OK,DL
2336,3464,PJM7,B,muchella,47000,D,DOX,D,2020-01-16 09:03:00,13:57,,23:59,3.2084855,101.5862983,OK,DL
2337,3465,PJM7,B,muchella,47000,D,WPX,P,2020-01-16 09:04:00,14:01,,23:59,3.207566,101.5931939,OK,DL
2338,3466,PJM7,B,muchella,47000,D,WPX,P,2020-01-16 09:03:00,14:04,,23:59,3.2049124,101.59382409999999,OK,DL
2339,3467,PJM7,B,muchella,47000,D,WPX,P,2020-01-16 09:03:00,14:08,,23:59,3.2045618,101.59281059999999,OK,DL
2340,3468,PJM7,B,muchella,47000,D,DOX,D,2020-01-16 09:03:00,14:20,,23:59,3.2109473,101.6000835,OK,DL
2344,3472,PJM7,B,muchella,52100,D,DOM,N,2020-01-16 06:17:00,15:08,,23:59,3.2011092999999997,101.6196795,OK,DL
2345,3473,PJM7,B,muchella,50000,D,DOX,D,2020-01-16 09:08:00,15:11,,23:59,3.2017444,101.62038620000001,OK,DL
2346,3477,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,15:35,,23:59,3.2071712000000003,101.612585,OK,DL
2347,3478,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,15:37,,23:59,3.2061109,101.61382359999999,OK,DL
2348,3479,PJM7,B,muchella,52200,D,WPX,P,2020-01-16 09:04:00,15:39,,23:59,3.2061601000000004,101.61468740000001,OK,DL
2349,3480,PJM7,B,muchella,52200,D,DOM,N,2020-01-15 22:35:00,15:42,,23:59,3.2085722999999997,101.6114994,OK,DL
2354,3495,PJM8,B,absamian,52200,D,DOT,1,2020-01-16 05:21:00,10:58,,12:00,3.1840271,101.6141092,OK,DL
2355,3496,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:03:00,11:03,,23:59,3.1886082,101.6057168,OK,DL
2356,3497,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,11:08,,23:59,3.1860359000000003,101.6095936,OK,DL
2357,3498,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,11:13,,23:59,3.1894062,101.6135527,OK,DL
2359,3500,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,11:38,,23:59,3.1880697000000002,101.61325179999999,OK,DL
2360,3501,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,11:43,,23:59,3.1943314999999997,101.616058,OK,DL
2361,3502,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,11:54,,23:59,3.1937532,101.6285005,OK,DL
2362,3503,PJM8,B,absamian,52200,D,DOX,D,2020-01-16 09:03:00,12:00,,23:59,3.1951202999999997,101.63315859999999,OK,DL
2363,3504,PJM8,B,absamian,52200,D,DOM,N,2020-01-15 21:52:00,12:06,,23:59,3.1932638,101.633788,OK,DL
2364,3505,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,12:17,,23:59,3.1920078999999997,101.6299644,OK,DL
2365,3506,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 06:03:00,12:28,,23:59,3.1893057000000002,101.6287892,OK,DL
2366,3507,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,12:35,,23:59,3.1874544,101.6377835,OK,DL
2367,3508,PJM8,B,absamian,52200,D,WPX,P,2020-01-16 09:04:00,12:44,,23:59,3.1866946,101.63504549999999,OK,DL
2368,3509,PJM8,B,absamian,52200,D,XED,7,2020-01-16 09:03:00,12:49,,23:59,3.1855542999999997,101.63452,OK,DL
